Tag Code,Site First Name,First Antenna Group Name,First Date MMDDYYYY,Site Last Name,Last Antenna Group Name,Last Date MMDDYYYY,Release Date MMDDYYYY,Release Site Name,Mark Conditional Comments Value,Mark Conditional Comments Code,Mark Data Project Code Code,Mark Date MMDDYYYY,Mark Length mm,Mark Organization Name,Mark Organization Code,Mark Temperature C,Run Code,Run Name,Species Code,Species Name,ObsMain Count
3DD.003D365635,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/18/2020,GOA - Little Goose Fish Ladder,Counting Window,10/12/2020,8/18/2020,BONAFF - BON - Adult Fish Facility,"Parasite, Mature, Returning Fish",MT PA RF,JKF,8/18/2020,690,Columbia River Inter-Tribal Fish Commission,CRITFC,21.2,5,Unknown,3,Steelhead,1
3DD.003D365637,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/17/2020,GRA - Lower Granite Dam Adult,Ladder Exit,10/10/2020,8/17/2020,BONAFF - BON - Adult Fish Facility,"Descaled Less than 10 Percent, Adipose Fin Clip, Mature, Returning Fish",1&lt; AD MT RF,JKF,8/17/2020,670,Columbia River Inter-Tribal Fish Commission,CRITFC,21,5,Unknown,3,Steelhead,1
3DD.003D36563B,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 55,8/18/2020,GRA - Lower Granite Dam Adult,Ladder Exit,9/17/2020,8/18/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature, Adipose Fin Clip",AD MT RF,JKF,8/18/2020,530,Columbia River Inter-Tribal Fish Commission,CRITFC,21.2,5,Unknown,3,Steelhead,1
3DD.003D36563D,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/17/2020,RRF - Rocky Reach Fishway,Trap,10/2/2020,8/17/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature, Adipose Fin Clip",AD MT RF,JKF,8/17/2020,645,Columbia River Inter-Tribal Fish Commission,CRITFC,21,5,Unknown,3,Steelhead,1
3DD.003D36563F,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/18/2020,BO4 - Bonneville WA Ladder Slots,VERTICAL SLOT DETECTORS,8/18/2020,8/18/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature, Adipose Fin Clip, Descaled Greater than 20%",&gt;2 AD MT RF,JKF,8/18/2020,745,Columbia River Inter-Tribal Fish Commission,CRITFC,21.2,5,Unknown,3,Steelhead,1
3DD.003D365640,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/18/2020,BO4 - Bonneville WA Ladder Slots,VERTICAL SLOT DETECTORS,8/18/2020,8/18/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature, Adipose Fin Clip",AD MT RF,JKF,8/18/2020,725,Columbia River Inter-Tribal Fish Commission,CRITFC,21.2,5,Unknown,3,Steelhead,1
3DD.003D365642,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/18/2020,GRA - Lower Granite Dam Adult,Ladder Exit,9/26/2020,8/18/2020,BONAFF - BON - Adult Fish Facility,"Descaled Between 11 and 20%, Adipose Fin Clip, Returning Fish, Mature",&lt;2 AD MT RF,JKF,8/18/2020,685,Columbia River Inter-Tribal Fish Commission,CRITFC,21.2,5,Unknown,3,Steelhead,1
3DD.003D365644,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/19/2020,GRA - Lower Granite Dam Adult,Ladder Exit,9/12/2020,8/19/2020,BONAFF - BON - Adult Fish Facility,"Adipose Fin Clip, Mature, Returning Fish, Right Ventral Fin Clip",AD MT RF RV,JKF,8/19/2020,640,Columbia River Inter-Tribal Fish Commission,CRITFC,20.8,5,Unknown,3,Steelhead,1
3DD.003D365646,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/18/2020,GRA - Lower Granite Dam Adult,Ladder Exit,9/12/2020,8/18/2020,BONAFF - BON - Adult Fish Facility,"Adipose Fin Clip, Mature, Parasite, Returning Fish, Right Ventral Fin Clip",AD MT PA RF RV,JKF,8/18/2020,495,Columbia River Inter-Tribal Fish Commission,CRITFC,21.2,5,Unknown,3,Steelhead,1
3DD.003D36564C,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/18/2020,BO4 - Bonneville WA Ladder Slots,VERTICAL SLOT DETECTORS,8/18/2020,8/18/2020,BONAFF - BON - Adult Fish Facility,"Descaled Greater than 20%, Mature, Returning Fish",&gt;2 MT RF,JKF,8/18/2020,710,Columbia River Inter-Tribal Fish Commission,CRITFC,21.2,5,Unknown,3,Steelhead,1
3DD.003D365650,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/17/2020,GRA - Lower Granite Dam Adult,Ladder Exit,9/22/2020,8/17/2020,BONAFF - BON - Adult Fish Facility,"Adipose Fin Clip, Mature, Returning Fish, Right Ventral Fin Clip",AD MT RF RV,JKF,8/17/2020,540,Columbia River Inter-Tribal Fish Commission,CRITFC,21,5,Unknown,3,Steelhead,1
3DD.003D365651,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 55,8/18/2020,MC1 - McNary Oregon Shore Ladder,COUNTING WINDOW,9/27/2020,8/18/2020,BONAFF - BON - Adult Fish Facility,"Parasite, Mature, Returning Fish",MT PA RF,JKF,8/18/2020,525,Columbia River Inter-Tribal Fish Commission,CRITFC,21.2,5,Unknown,3,Steelhead,1
3DD.003D365659,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/17/2020,GRA - Lower Granite Dam Adult,Ladder Exit,9/27/2020,8/17/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature",MT RF,JKF,8/17/2020,675,Columbia River Inter-Tribal Fish Commission,CRITFC,21,5,Unknown,3,Steelhead,1
3DD.003D36565D,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/18/2020,GRA - Lower Granite Dam Adult,Ladder Exit,10/14/2020,8/18/2020,BONAFF - BON - Adult Fish Facility,"Descaled Less than 10 Percent, Adipose Fin Clip, Mature, Returning Fish",1&lt; AD MT RF,JKF,8/18/2020,670,Columbia River Inter-Tribal Fish Commission,CRITFC,21.2,5,Unknown,3,Steelhead,1
3DD.003D36565E,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/18/2020,PRO - Prosser Diversion Dam Combined,MIDDLE LDR COUNTING WINDOW,10/13/2020,8/18/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature",MT RF,JKF,8/18/2020,720,Columbia River Inter-Tribal Fish Commission,CRITFC,21.2,5,Unknown,3,Steelhead,1
3DD.003D365660,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 53,8/19/2020,GRA - Lower Granite Dam Adult,Ladder Exit,10/11/2020,8/19/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature",MT RF,JKF,8/19/2020,745,Columbia River Inter-Tribal Fish Commission,CRITFC,20.8,5,Unknown,3,Steelhead,1
3DD.003D365661,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/18/2020,GRA - Lower Granite Dam Adult,Ladder Exit,9/12/2020,8/18/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature",MT RF,JKF,8/18/2020,760,Columbia River Inter-Tribal Fish Commission,CRITFC,21.2,5,Unknown,3,Steelhead,1
3DD.003D365664,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/19/2020,GRA - Lower Granite Dam Adult,Ladder Exit,9/29/2020,8/19/2020,BONAFF - BON - Adult Fish Facility,"Descaled Between 11 and 20%, Adipose Fin Clip, Returning Fish, Mature",&lt;2 AD MT RF,JKF,8/19/2020,580,Columbia River Inter-Tribal Fish Commission,CRITFC,20.8,5,Unknown,3,Steelhead,1
3DD.003D365667,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/17/2020,GRA - Lower Granite Dam Adult,Ladder Exit,9/25/2020,8/17/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature",MT RF,JKF,8/17/2020,735,Columbia River Inter-Tribal Fish Commission,CRITFC,21,5,Unknown,3,Steelhead,1
3DD.003D365668,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/19/2020,BO4 - Bonneville WA Ladder Slots,VERTICAL SLOT DETECTORS,8/19/2020,8/19/2020,BONAFF - BON - Adult Fish Facility,"Adipose Fin Clip, Mature, Parasite, Returning Fish",AD MT PA RF,JKF,8/19/2020,605,Columbia River Inter-Tribal Fish Commission,CRITFC,20.8,5,Unknown,3,Steelhead,1
3DD.003D36566C,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 53,8/18/2020,GRA - Lower Granite Dam Adult,Ladder Exit,9/20/2020,8/18/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature",MT RF,JKF,8/18/2020,830,Columbia River Inter-Tribal Fish Commission,CRITFC,21.2,5,Unknown,3,Steelhead,1
3DD.003D36566E,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/17/2020,"WEA - Wells Dam, DCPUD Adult Ladders",Left Ladder Pool 68,9/17/2020,8/17/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature",MT RF,JKF,8/17/2020,705,Columbia River Inter-Tribal Fish Commission,CRITFC,21,5,Unknown,3,Steelhead,1
3DD.003D365671,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/18/2020,GRA - Lower Granite Dam Adult,Ladder Exit,9/8/2020,8/18/2020,BONAFF - BON - Adult Fish Facility,"Adipose Fin Clip, Mature, Parasite, Returning Fish",AD MT PA RF,JKF,8/18/2020,540,Columbia River Inter-Tribal Fish Commission,CRITFC,21.2,5,Unknown,3,Steelhead,1
3DD.003D365672,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/17/2020,MC1 - McNary Oregon Shore Ladder,COUNTING WINDOW,9/30/2020,8/17/2020,BONAFF - BON - Adult Fish Facility,"Descaled Between 11 and 20%, Adipose Fin Clip, Returning Fish, Mature",&lt;2 AD MT RF,JKF,8/17/2020,710,Columbia River Inter-Tribal Fish Commission,CRITFC,21,5,Unknown,3,Steelhead,1
3DD.003D365673,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/18/2020,BO4 - Bonneville WA Ladder Slots,VERTICAL SLOT DETECTORS,8/18/2020,8/18/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature, Adipose Fin Clip",AD MT RF,JKF,8/18/2020,660,Columbia River Inter-Tribal Fish Commission,CRITFC,21.2,5,Unknown,3,Steelhead,1
3DD.003D365677,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/18/2020,"WEA - Wells Dam, DCPUD Adult Ladders",Right Ladder Pool 68,9/8/2020,8/18/2020,BONAFF - BON - Adult Fish Facility,"Descaled Less than 10 Percent, Mature, Returning Fish",1&lt; MT RF,JKF,8/18/2020,730,Columbia River Inter-Tribal Fish Commission,CRITFC,21.2,5,Unknown,3,Steelhead,1
3DD.003D365678,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/18/2020,GRA - Lower Granite Dam Adult,Ladder Exit,10/2/2020,8/18/2020,BONAFF - BON - Adult Fish Facility,"Adipose Fin Clip, Mature, Parasite, Returning Fish",AD MT PA RF,JKF,8/18/2020,690,Columbia River Inter-Tribal Fish Commission,CRITFC,21.2,5,Unknown,3,Steelhead,1
3DD.003D36567C,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/19/2020,TD1 - The Dalles East Fish Ladder,Counting Window,9/4/2020,8/19/2020,BONAFF - BON - Adult Fish Facility,"Descaled Less than 10 Percent, Adipose Fin Clip, Mature, Returning Fish",1&lt; AD MT RF,JKF,8/19/2020,695,Columbia River Inter-Tribal Fish Commission,CRITFC,20.8,5,Unknown,3,Steelhead,1
3DD.003D365680,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/18/2020,BO4 - Bonneville WA Ladder Slots,VERTICAL SLOT DETECTORS,8/18/2020,8/18/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature",MT RF,JKF,8/18/2020,850,Columbia River Inter-Tribal Fish Commission,CRITFC,21.2,5,Unknown,3,Steelhead,1
3DD.003D365681,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 53,8/18/2020,GRA - Lower Granite Dam Adult,Ladder Exit,10/11/2020,8/18/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature",MT RF,JKF,8/18/2020,695,Columbia River Inter-Tribal Fish Commission,CRITFC,21.2,5,Unknown,3,Steelhead,1
3DD.003D365682,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/17/2020,BO4 - Bonneville WA Ladder Slots,VERTICAL SLOT DETECTORS,8/17/2020,8/17/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature, Adipose Fin Clip, Descaled Greater than 20%",&gt;2 AD MT RF,JKF,8/17/2020,880,Columbia River Inter-Tribal Fish Commission,CRITFC,21,5,Unknown,3,Steelhead,1
3DD.003D365683,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/17/2020,PRO - Prosser Diversion Dam Combined,LEFT BANK LDR COUNTING WINDOW,10/22/2020,8/17/2020,BONAFF - BON - Adult Fish Facility,"Descaled Greater than 20%, Mature, Returning Fish",&gt;2 MT RF,JKF,8/17/2020,755,Columbia River Inter-Tribal Fish Commission,CRITFC,21,5,Unknown,3,Steelhead,1
3DD.003D365688,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/18/2020,GRA - Lower Granite Dam Adult,Ladder Exit,9/26/2020,8/18/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature, Adipose Fin Clip",AD MT RF,JKF,8/18/2020,660,Columbia River Inter-Tribal Fish Commission,CRITFC,21.2,5,Unknown,3,Steelhead,1
3DD.003D36568B,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/18/2020,GRA - Lower Granite Dam Adult,Ladder Exit,10/19/2020,8/18/2020,BONAFF - BON - Adult Fish Facility,"Descaled Less than 10 Percent, Adipose Fin Clip, Mature, Returning Fish",1&lt; AD MT RF,JKF,8/18/2020,710,Columbia River Inter-Tribal Fish Commission,CRITFC,21.2,5,Unknown,3,Steelhead,1
3DD.003D36568C,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/18/2020,GRA - Lower Granite Dam Adult,Ladder Exit,9/26/2020,8/18/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature, Adipose Fin Clip",AD MT RF,JKF,8/18/2020,670,Columbia River Inter-Tribal Fish Commission,CRITFC,21.2,5,Unknown,3,Steelhead,1
3DD.003D36568D,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/19/2020,GOA - Little Goose Fish Ladder,Counting Window,10/21/2020,8/19/2020,BONAFF - BON - Adult Fish Facility,"Adipose Fin Clip, Mature, Parasite, Returning Fish",AD MT PA RF,JKF,8/19/2020,775,Columbia River Inter-Tribal Fish Commission,CRITFC,20.8,5,Unknown,3,Steelhead,1
3DD.003D36568F,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/18/2020,MC2 - McNary Washington Shore Ladder,COUNTING WINDOW,9/18/2020,8/18/2020,BONAFF - BON - Adult Fish Facility,"Adipose Fin Clip, Right Maxillary Clip, Mature, Returning Fish",AD MR MT RF,JKF,8/18/2020,620,Columbia River Inter-Tribal Fish Commission,CRITFC,21.2,5,Unknown,3,Steelhead,1
3DD.003D365692,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/19/2020,MC2 - McNary Washington Shore Ladder,COUNTING WINDOW,10/17/2020,8/19/2020,BONAFF - BON - Adult Fish Facility,"Descaled Greater than 20%, Mature, Opercule Damage, Returning Fish",&gt;2 MT OP RF,JKF,8/19/2020,710,Columbia River Inter-Tribal Fish Commission,CRITFC,20.8,5,Unknown,3,Steelhead,1
3DD.003D365694,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 54,8/19/2020,BO4 - Bonneville WA Ladder Slots,VERTICAL SLOT DETECTORS,8/19/2020,8/19/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature, Adipose Fin Clip",AD MT RF,JKF,8/19/2020,710,Columbia River Inter-Tribal Fish Commission,CRITFC,20.8,5,Unknown,3,Steelhead,1
3DD.003D365696,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/20/2020,MC1 - McNary Oregon Shore Ladder,COUNTING WINDOW,10/4/2020,8/20/2020,BONAFF - BON - Adult Fish Facility,"Descaled Less than 10 Percent, Adipose Fin Clip, Mature, Returning Fish",1&lt; AD MT RF,JKF,8/20/2020,545,Columbia River Inter-Tribal Fish Commission,CRITFC,21.2,5,Unknown,3,Steelhead,1
3DD.003D365698,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/20/2020,MC1 - McNary Oregon Shore Ladder,COUNTING WINDOW,10/6/2020,8/20/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature",MT RF,JKF,8/20/2020,705,Columbia River Inter-Tribal Fish Commission,CRITFC,21.2,5,Unknown,3,Steelhead,1
3DD.003D365699,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/19/2020,GOA - Little Goose Fish Ladder,Counting Window,10/20/2020,8/19/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature",MT RF,JKF,8/19/2020,715,Columbia River Inter-Tribal Fish Commission,CRITFC,20.8,5,Unknown,3,Steelhead,1
3DD.003D36569B,BO4 - Bonneville WA Ladder Slots,VERTICAL SLOT DETECTORS,8/20/2020,BO4 - Bonneville WA Ladder Slots,VERTICAL SLOT DETECTORS,8/20/2020,8/20/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature, Adipose Fin Clip",AD MT RF,JKF,8/20/2020,610,Columbia River Inter-Tribal Fish Commission,CRITFC,21.2,5,Unknown,3,Steelhead,1
3DD.003D36569E,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/24/2020,GRA - Lower Granite Dam Adult,Ladder Exit,9/28/2020,8/24/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature, Adipose Fin Clip",AD MT RF,JKF,8/24/2020,710,Columbia River Inter-Tribal Fish Commission,CRITFC,20.9,5,Unknown,3,Steelhead,1
3DD.003D36569F,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/24/2020,TD1 - The Dalles East Fish Ladder,Counting Window,8/27/2020,8/24/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature, Adipose Fin Clip",AD MT RF,JKF,8/24/2020,605,Columbia River Inter-Tribal Fish Commission,CRITFC,20.9,5,Unknown,3,Steelhead,1
3DD.003D3656A1,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/20/2020,TD1 - The Dalles East Fish Ladder,Counting Window,8/22/2020,8/20/2020,BONAFF - BON - Adult Fish Facility,"Adipose Fin Clip, Right Maxillary Clip, Mature, Returning Fish",AD MR MT RF,JKF,8/20/2020,690,Columbia River Inter-Tribal Fish Commission,CRITFC,21.2,5,Unknown,3,Steelhead,1
3DD.003D3656A2,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/24/2020,MC1 - McNary Oregon Shore Ladder,COUNTING WINDOW,10/16/2020,8/24/2020,BONAFF - BON - Adult Fish Facility,"Descaled Between 11 and 20%, Returning Fish, Mature",&lt;2 MT RF,JKF,8/24/2020,915,Columbia River Inter-Tribal Fish Commission,CRITFC,20.9,5,Unknown,3,Steelhead,1
3DD.003D3656A5,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/20/2020,"WEA - Wells Dam, DCPUD Adult Ladders",Left Ladder Pool 68,10/17/2020,8/20/2020,BONAFF - BON - Adult Fish Facility,"Descaled Less than 10 Percent, Adipose Fin Clip, Mature, Returning Fish",1&lt; AD MT RF,JKF,8/20/2020,740,Columbia River Inter-Tribal Fish Commission,CRITFC,21.2,5,Unknown,3,Steelhead,1
3DD.003D3656A6,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/19/2020,GRA - Lower Granite Dam Adult,Ladder Exit,9/20/2020,8/19/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature, Adipose Fin Clip",AD MT RF,JKF,8/19/2020,790,Columbia River Inter-Tribal Fish Commission,CRITFC,20.8,5,Unknown,3,Steelhead,1
3DD.003D3656AA,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/19/2020,GRA - Lower Granite Dam Adult,Ladder Exit,10/13/2020,8/19/2020,BONAFF - BON - Adult Fish Facility,"Descaled Less than 10 Percent, Mature, Returning Fish",1&lt; MT RF,JKF,8/19/2020,800,Columbia River Inter-Tribal Fish Commission,CRITFC,20.8,5,Unknown,3,Steelhead,1
3DD.003D3656AB,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/19/2020,"WEA - Wells Dam, DCPUD Adult Ladders",Right Ladder Pool 68,9/9/2020,8/19/2020,BONAFF - BON - Adult Fish Facility,"Adipose Fin Clip, Mature, Parasite, Returning Fish",AD MT PA RF,JKF,8/19/2020,630,Columbia River Inter-Tribal Fish Commission,CRITFC,20.8,5,Unknown,3,Steelhead,1
3DD.003D3656AC,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/20/2020,TD1 - The Dalles East Fish Ladder,Counting Window,9/12/2020,8/20/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature, Adipose Fin Clip",AD MT RF,JKF,8/20/2020,850,Columbia River Inter-Tribal Fish Commission,CRITFC,21.2,5,Unknown,3,Steelhead,1
3DD.003D3656AE,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/19/2020,TD1 - The Dalles East Fish Ladder,Counting Window,8/21/2020,8/19/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature, Adipose Fin Clip",AD MT RF,JKF,8/19/2020,895,Columbia River Inter-Tribal Fish Commission,CRITFC,20.8,5,Unknown,3,Steelhead,1
3DD.003D3656AF,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/20/2020,PRA - Priest Rapids Adult,RIGHT [WEST] LADDER WEIR 3,10/22/2020,8/20/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature",MT RF,JKF,8/20/2020,665,Columbia River Inter-Tribal Fish Commission,CRITFC,21.2,5,Unknown,3,Steelhead,1
3DD.003D3656B2,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/20/2020,GRA - Lower Granite Dam Adult,Ladder Exit,9/10/2020,8/20/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature, Adipose Fin Clip",AD MT RF,JKF,8/20/2020,680,Columbia River Inter-Tribal Fish Commission,CRITFC,21.2,5,Unknown,3,Steelhead,1
3DD.003D3656B4,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/20/2020,MC1 - McNary Oregon Shore Ladder,COUNTING WINDOW,10/19/2020,8/20/2020,BONAFF - BON - Adult Fish Facility,"Descaled Greater than 10 Percent, Returning Fish, Mature",1&gt; MT RF,JKF,8/20/2020,625,Columbia River Inter-Tribal Fish Commission,CRITFC,21.2,5,Unknown,3,Steelhead,1
3DD.003D3656B5,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/19/2020,TD1 - The Dalles East Fish Ladder,Counting Window,9/28/2020,8/19/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature",MT RF,JKF,8/19/2020,850,Columbia River Inter-Tribal Fish Commission,CRITFC,20.8,5,Unknown,3,Steelhead,1
3DD.003D3656B8,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/24/2020,ICH - Ice Harbor Dam (Combined),RIGHT LADDER WEIR 438 [S/O],10/8/2020,8/24/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature",MT RF,JKF,8/24/2020,710,Columbia River Inter-Tribal Fish Commission,CRITFC,20.9,5,Unknown,3,Steelhead,1
3DD.003D3656B9,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 54,8/19/2020,BO4 - Bonneville WA Ladder Slots,VERTICAL SLOT DETECTORS,8/19/2020,8/19/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature",MT RF,JKF,8/19/2020,720,Columbia River Inter-Tribal Fish Commission,CRITFC,20.8,5,Unknown,3,Steelhead,1
3DD.003D3656BA,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/24/2020,"WEA - Wells Dam, DCPUD Adult Ladders",Right Ladder Pool 68,9/14/2020,8/24/2020,BONAFF - BON - Adult Fish Facility,"Descaled Less than 10 Percent, Adipose Fin Clip, Mature, Returning Fish",1&lt; AD MT RF,JKF,8/24/2020,735,Columbia River Inter-Tribal Fish Commission,CRITFC,20.9,5,Unknown,3,Steelhead,1
3DD.003D3656BB,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/20/2020,BO4 - Bonneville WA Ladder Slots,VERTICAL SLOT DETECTORS,8/20/2020,8/20/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature, Adipose Fin Clip",AD MT RF,JKF,8/20/2020,710,Columbia River Inter-Tribal Fish Commission,CRITFC,21.2,5,Unknown,3,Steelhead,1
3DD.003D3656BC,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/19/2020,GRA - Lower Granite Dam Adult,Ladder Exit,10/3/2020,8/19/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature, Adipose Fin Clip",AD MT RF,JKF,8/19/2020,625,Columbia River Inter-Tribal Fish Commission,CRITFC,20.8,5,Unknown,3,Steelhead,1
3DD.003D3656BD,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/19/2020,BO4 - Bonneville WA Ladder Slots,VERTICAL SLOT DETECTORS,8/19/2020,8/19/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature, Adipose Fin Clip",AD MT RF,JKF,8/19/2020,650,Columbia River Inter-Tribal Fish Commission,CRITFC,20.8,5,Unknown,3,Steelhead,1
3DD.003D3656BE,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/24/2020,TD1 - The Dalles East Fish Ladder,Counting Window,9/7/2020,8/24/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature, Adipose Fin Clip",AD MT RF,JKF,8/24/2020,665,Columbia River Inter-Tribal Fish Commission,CRITFC,20.9,5,Unknown,3,Steelhead,1
3DD.003D3656BF,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/24/2020,GRA - Lower Granite Dam Adult,Ladder Exit,9/29/2020,8/24/2020,BONAFF - BON - Adult Fish Facility,"Parasite, Mature, Returning Fish",MT PA RF,JKF,8/24/2020,710,Columbia River Inter-Tribal Fish Commission,CRITFC,20.9,5,Unknown,3,Steelhead,1
3DD.003D3656C6,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/24/2020,GRA - Lower Granite Dam Adult,Ladder Exit,10/15/2020,8/24/2020,BONAFF - BON - Adult Fish Facility,"Descaled Between 11 and 20%, Returning Fish, Mature",&lt;2 MT RF,JKF,8/24/2020,740,Columbia River Inter-Tribal Fish Commission,CRITFC,20.9,5,Unknown,3,Steelhead,1
3DD.003D3656C8,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 55,8/19/2020,MC2 - McNary Washington Shore Ladder,COUNTING WINDOW,9/17/2020,8/19/2020,BONAFF - BON - Adult Fish Facility,"Parasite, Mature, Returning Fish",MT PA RF,JKF,8/19/2020,535,Columbia River Inter-Tribal Fish Commission,CRITFC,20.8,5,Unknown,3,Steelhead,1
3DD.003D3656C9,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/19/2020,GRA - Lower Granite Dam Adult,Ladder Exit,9/19/2020,8/19/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature, Adipose Fin Clip",AD MT RF,JKF,8/19/2020,620,Columbia River Inter-Tribal Fish Commission,CRITFC,20.8,5,Unknown,3,Steelhead,1
